id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv,income_category,income_scaled,claim_ratio,claim_percentage,policies_per_year,customer_value,high_value_flag,customer_segment
26793,Female,Urban,High School,3,1,2,3103,1,A,Gold,49800,5L-10L,1500000,0.002068665,0.21,0.333333333,4500000,0,Low
1091,Male,Urban,High School,3,1,2,5783,1,A,Gold,36240,5L-10L,1500000,0.003855331,0.39,0.333333333,4500000,0,Low
56452,Male,Urban,Bachelor,3,0,7,3661,1,A,Platinum,64512,5L-10L,1500000,0.002440665,0.24,0.125,12000000,0,Medium
75937,Male,Urban,Bachelor,2,0,5,11960,2,B,Platinum,110220,2-5L,1000000,0.011959988,1.2,0.333333333,12000000,0,High
53394,Female,Rural,Bachelor,3,1,3,4065,2,A,Platinum,51756,5L-10L,1500000,0.002709998,0.27,0.5,12000000,1,Low
4999,Female,Urban,Others,4,1,8,6790,1,A,Platinum,60804,10L+,2000000,0.003394998,0.34,0.111111111,18000000,0,Medium
26147,Male,Urban,High School,3,1,1,5116,2,A,Silver,60024,5L-10L,1500000,0.003410664,0.34,1.0,6000000,1,Low
43894,Male,Urban,High School,4,0,4,4752,2,B,Platinum,427428,10L+,2000000,0.002375999,0.24,0.4,20000000,1,High
11387,Male,Urban,Bachelor,3,0,1,5040,1,A,Platinum,31056,5L-10L,1500000,0.003359998,0.34,0.5,3000000,0,Low
11988,Male,Urban,High School,3,1,1,4282,1,A,Platinum,49764,5L-10L,1500000,0.002854665,0.29,0.5,3000000,0,Low
3270,Male,Urban,High School,2,1,6,4544,2,B,Platinum,104904,2-5L,1000000,0.004543995,0.45,0.285714286,14000000,0,High
62817,Female,Urban,Bachelor,2,0,6,7238,1,A,Gold,31584,2-5L,1000000,0.007237993,0.72,0.142857143,7000000,0,Low
52264,Female,Rural,Bachelor,3,1,5,0,2,A,Platinum,62232,5L-10L,1500000,0.0,0.0,0.333333333,18000000,1,Medium
48657,Female,Urban,High School,4,0,1,6074,2,A,Gold,107112,10L+,2000000,0.003036998,0.3,1.0,8000000,1,High
40689,Female,Urban,High School,2,0,6,6214,2,A,Platinum,64848,2-5L,1000000,0.006213994,0.62,0.285714286,14000000,0,Medium
22309,Female,Urban,High School,2,1,1,9777,2,A,Silver,78048,2-5L,1000000,0.00977699,0.98,1.0,4000000,0,Medium
35114,Female,Urban,Bachelor,2,0,3,0,2,B,Platinum,66756,2-5L,1000000,0.0,0.0,0.5,8000000,0,Medium
64136,Female,Urban,High School,2,0,5,4173,1,A,Platinum,56916,2-5L,1000000,0.004172996,0.42,0.166666667,6000000,0,Low
62210,Male,Rural,Bachelor,2,0,7,4793,1,A,Platinum,61668,2-5L,1000000,0.004792995,0.48,0.125,8000000,0,Medium
8379,Female,Urban,High School,2,1,3,0,2,B,Silver,67308,2-5L,1000000,0.0,0.0,0.5,8000000,0,Medium
37972,Female,Rural,High School,2,1,1,0,2,B,Gold,80508,2-5L,1000000,0.0,0.0,1.0,4000000,0,Medium
47464,Female,Urban,Bachelor,3,1,4,6439,2,A,Silver,94548,5L-10L,1500000,0.004292664,0.43,0.4,15000000,1,High
52606,Female,Rural,Bachelor,3,1,5,3036,1,B,Silver,40200,5L-10L,1500000,0.002023999,0.2,0.166666667,9000000,0,Low
35380,Male,Urban,Bachelor,3,0,8,4980,2,A,Silver,500700,5L-10L,1500000,0.003319998,0.33,0.222222222,27000000,1,High
41198,Female,Rural,High School,4,1,5,5865,2,A,Platinum,105576,10L+,2000000,0.002932499,0.29,0.333333333,24000000,1,High
9204,Male,Urban,Bachelor,3,0,7,6512,2,A,Gold,504240,5L-10L,1500000,0.00434133,0.43,0.25,24000000,1,High
3943,Male,Rural,Bachelor,2,0,8,3128,1,B,Silver,49380,2-5L,1000000,0.003127997,0.31,0.111111111,9000000,0,Low
66651,Female,Urban,High School,3,1,6,0,2,A,Gold,92988,5L-10L,1500000,0.0,0.0,0.285714286,21000000,1,High
76240,Female,Urban,Bachelor,3,0,4,13954,2,B,Platinum,66792,5L-10L,1500000,0.00930266,0.93,0.4,15000000,1,Medium
85783,Female,Rural,High School,3,0,1,2303,1,B,Gold,54528,5L-10L,1500000,0.001535332,0.15,0.5,3000000,0,Low
13028,Male,Urban,Bachelor,2,1,1,9671,2,A,Platinum,72816,2-5L,1000000,0.00967099,0.97,1.0,4000000,0,Medium
58464,Male,Urban,Bachelor,3,1,1,4364,2,A,Platinum,117132,5L-10L,1500000,0.002909331,0.29,1.0,6000000,1,High
43879,Male,Rural,High School,3,0,6,3799,1,B,Gold,332088,5L-10L,1500000,0.002532665,0.25,0.142857143,10500000,0,High
41482,Male,Urban,Bachelor,4,1,4,0,1,A,Platinum,33696,10L+,2000000,0.0,0.0,0.2,10000000,0,Low
53367,Male,Rural,Bachelor,3,1,8,0,2,A,Silver,65592,5L-10L,1500000,0.0,0.0,0.222222222,27000000,1,Medium
31547,Male,Rural,High School,3,1,1,0,2,A,Platinum,123324,5L-10L,1500000,0.0,0.0,1.0,6000000,1,High
56337,Female,Urban,Bachelor,4,1,7,0,2,B,Silver,66264,10L+,2000000,0.0,0.0,0.25,32000000,1,Medium
15518,Female,Rural,Bachelor,3,1,1,0,2,A,Platinum,95328,5L-10L,1500000,0.0,0.0,1.0,6000000,1,High
56312,Male,Urban,High School,4,0,6,5852,2,A,Platinum,67044,10L+,2000000,0.002925999,0.29,0.285714286,28000000,1,Medium
65798,Male,Rural,Bachelor,2,0,7,2086,1,A,Platinum,49380,2-5L,1000000,0.002085998,0.21,0.125,8000000,0,Low
64554,Male,Rural,Bachelor,3,0,6,0,1,C,Gold,34776,5L-10L,1500000,0.0,0.0,0.142857143,10500000,0,Low
54332,Female,Urban,Bachelor,2,1,4,5109,2,C,Gold,96048,2-5L,1000000,0.005108995,0.51,0.4,10000000,0,High
83855,Female,Urban,Others,3,0,3,6977,2,C,Gold,239268,5L-10L,1500000,0.00465133,0.47,0.5,12000000,1,High
16422,Female,Rural,High School,3,0,8,0,1,A,Gold,56292,5L-10L,1500000,0.0,0.0,0.111111111,13500000,0,Low
73916,Female,Urban,High School,2,0,4,5677,2,B,Platinum,135000,2-5L,1000000,0.005676994,0.57,0.4,10000000,0,High
10255,Male,Rural,Bachelor,3,1,7,3094,2,A,Platinum,65184,5L-10L,1500000,0.002062665,0.21,0.25,24000000,1,Medium
83755,Female,Urban,Bachelor,3,1,4,4114,2,A,Platinum,166248,5L-10L,1500000,0.002742665,0.27,0.4,15000000,1,High
25099,Male,Urban,Bachelor,4,1,2,5741,2,A,Gold,141456,10L+,2000000,0.002870499,0.29,0.666666667,12000000,1,High
14459,Male,Urban,High School,3,0,7,3709,2,B,Platinum,61020,5L-10L,1500000,0.002472665,0.25,0.25,24000000,1,Medium
51271,Female,Urban,Bachelor,3,1,6,3585,2,A,Silver,66492,5L-10L,1500000,0.002389998,0.24,0.285714286,21000000,1,Medium
20297,Female,Urban,High School,3,0,5,4049,1,B,Silver,103824,5L-10L,1500000,0.002699332,0.27,0.166666667,9000000,0,High
14895,Female,Rural,Bachelor,2,0,4,2758,1,B,Silver,35496,2-5L,1000000,0.002757997,0.28,0.2,5000000,0,Low
66511,Female,Rural,Bachelor,3,0,3,7442,2,C,Gold,68964,5L-10L,1500000,0.00496133,0.5,0.5,12000000,1,Medium
22999,Female,Urban,High School,2,1,5,5636,2,A,Platinum,109608,2-5L,1000000,0.005635994,0.56,0.333333333,12000000,0,High
73703,Female,Rural,High School,4,1,6,3180,2,B,Silver,61560,10L+,2000000,0.001589999,0.16,0.285714286,28000000,1,Medium
42197,Male,Urban,High School,3,1,6,12505,2,B,Gold,101952,5L-10L,1500000,0.008336661,0.83,0.285714286,21000000,1,High
46083,Male,Urban,Bachelor,2,0,4,11280,1,B,Silver,63648,2-5L,1000000,0.011279989,1.13,0.2,5000000,0,Medium
22820,Male,Rural,High School,3,0,3,0,1,A,Gold,86604,5L-10L,1500000,0.0,0.0,0.25,6000000,0,Medium
14645,Male,Rural,Bachelor,3,1,7,0,2,C,Gold,69180,5L-10L,1500000,0.0,0.0,0.25,24000000,1,Medium
78300,Male,Urban,High School,3,0,8,7230,2,C,Gold,325572,5L-10L,1500000,0.004819997,0.48,0.222222222,27000000,1,High
17600,Female,Urban,Others,3,0,5,3239,2,A,Silver,60132,5L-10L,1500000,0.002159332,0.22,0.333333333,18000000,1,Medium
11669,Male,Rural,Bachelor,3,1,2,0,1,A,Platinum,64176,5L-10L,1500000,0.0,0.0,0.333333333,4500000,0,Medium
62528,Female,Rural,High School,3,0,3,0,2,A,Platinum,202332,5L-10L,1500000,0.0,0.0,0.5,12000000,1,High
16914,Female,Urban,Bachelor,2,0,7,11011,2,A,Gold,90588,2-5L,1000000,0.011010989,1.1,0.25,16000000,0,Medium
46142,Male,Urban,Bachelor,2,1,5,0,2,B,Platinum,173400,2-5L,1000000,0.0,0.0,0.333333333,12000000,0,High
83602,Female,Rural,Bachelor,4,1,7,3077,1,A,Gold,48516,10L+,2000000,0.001538499,0.15,0.125,16000000,0,Low
22509,Male,Urban,High School,1,1,7,3730,2,C,Silver,64512,0-2L,500000,0.007459985,0.75,0.25,8000000,0,Medium
58796,Male,Urban,High School,3,0,6,5865,2,A,Platinum,65916,5L-10L,1500000,0.003909997,0.39,0.285714286,21000000,1,Medium
73738,Female,Rural,High School,3,1,1,2869,1,B,Platinum,52872,5L-10L,1500000,0.001912665,0.19,0.5,3000000,0,Low
26425,Male,Urban,Bachelor,3,1,2,3427,2,A,Gold,66276,5L-10L,1500000,0.002284665,0.23,0.666666667,9000000,1,Medium
65408,Male,Urban,Bachelor,3,1,6,3653,2,A,Platinum,59892,5L-10L,1500000,0.002435332,0.24,0.285714286,21000000,1,Low
3236,Male,Rural,High School,4,1,4,0,1,A,Silver,30048,10L+,2000000,0.0,0.0,0.2,10000000,0,Low
56229,Male,Urban,Bachelor,2,1,3,9680,2,A,Platinum,128040,2-5L,1000000,0.00967999,0.97,0.5,8000000,0,High
14052,Male,Urban,High School,1,1,6,10686,2,A,Platinum,165936,0-2L,500000,0.021371957,2.14,0.285714286,7000000,0,High
72671,Female,Urban,High School,3,0,2,6080,2,A,Gold,66456,5L-10L,1500000,0.004053331,0.41,0.666666667,9000000,1,Medium
21270,Male,Rural,High School,3,1,5,3576,2,A,Platinum,72360,5L-10L,1500000,0.002383998,0.24,0.333333333,18000000,1,Medium
27328,Female,Urban,Bachelor,3,1,7,3061,2,B,Platinum,102660,5L-10L,1500000,0.002040665,0.2,0.25,24000000,1,High
129,Female,Urban,High School,3,1,8,3020,2,B,Platinum,64176,5L-10L,1500000,0.002013332,0.2,0.222222222,27000000,1,Medium
66524,Female,Urban,Bachelor,3,1,7,3906,2,A,Platinum,165888,5L-10L,1500000,0.002603998,0.26,0.25,24000000,1,High
52359,Male,Rural,Bachelor,4,0,7,3225,2,B,Platinum,98460,10L+,2000000,0.001612499,0.16,0.25,32000000,1,High
62448,Female,Urban,Bachelor,3,1,0,2856,2,B,Gold,96408,5L-10L,1500000,0.001903999,0.19,2.0,3000000,1,High
20210,Female,Urban,Bachelor,2,0,5,6908,1,A,Platinum,52836,2-5L,1000000,0.006907993,0.69,0.166666667,6000000,0,Low
57103,Female,Urban,High School,3,0,5,7409,2,A,Gold,116676,5L-10L,1500000,0.00493933,0.49,0.333333333,18000000,1,High
85170,Female,Urban,High School,3,0,8,5444,2,B,Gold,91896,5L-10L,1500000,0.003629331,0.36,0.222222222,27000000,1,High
41489,Female,Urban,Bachelor,2,1,6,5528,2,A,Platinum,295104,2-5L,1000000,0.005527994,0.55,0.285714286,14000000,0,High
26865,Male,Urban,High School,2,0,2,5136,2,A,Gold,62736,2-5L,1000000,0.005135995,0.51,0.666666667,6000000,0,Medium
48293,Female,Urban,High School,3,0,0,6394,1,B,Silver,70140,5L-10L,1500000,0.004262664,0.43,1.0,1500000,0,Medium
60883,Male,Rural,Bachelor,3,1,6,0,2,B,Platinum,67740,5L-10L,1500000,0.0,0.0,0.285714286,21000000,1,Medium
20428,Female,Urban,High School,2,0,8,4340,2,A,Silver,98724,2-5L,1000000,0.004339996,0.43,0.222222222,18000000,0,High
65214,Male,Urban,Bachelor,4,1,1,15946,2,A,Platinum,100392,10L+,2000000,0.007972996,0.8,1.0,8000000,1,High
45256,Male,Urban,Bachelor,3,1,0,2259,1,A,Gold,62196,5L-10L,1500000,0.001505999,0.15,1.0,1500000,0,Medium
46868,Female,Urban,Bachelor,3,1,4,0,2,A,Platinum,59220,5L-10L,1500000,0.0,0.0,0.4,15000000,1,Low
5014,Female,Urban,Bachelor,3,0,6,0,1,A,Silver,55308,5L-10L,1500000,0.0,0.0,0.142857143,10500000,0,Low
88308,Female,Urban,Bachelor,4,1,7,0,2,C,Platinum,145272,10L+,2000000,0.0,0.0,0.25,32000000,1,High
18929,Male,Urban,Bachelor,3,1,8,9200,2,A,Silver,101832,5L-10L,1500000,0.006133329,0.61,0.222222222,27000000,1,High
43539,Male,Urban,High School,3,0,2,5064,2,A,Silver,65496,5L-10L,1500000,0.003375998,0.34,0.666666667,9000000,1,Medium
35771,Female,Urban,Bachelor,4,1,6,5227,2,A,Platinum,169164,10L+,2000000,0.002613499,0.26,0.285714286,28000000,1,High
17527,Female,Urban,Bachelor,3,0,4,6070,2,A,Platinum,107448,5L-10L,1500000,0.004046664,0.4,0.4,15000000,1,High
33839,Female,Urban,High School,3,1,2,6884,1,A,Platinum,129804,5L-10L,1500000,0.00458933,0.46,0.333333333,4500000,0,High
11751,Male,Rural,Bachelor,3,1,5,3131,2,A,Silver,106896,5L-10L,1500000,0.002087332,0.21,0.333333333,18000000,1,High
29647,Female,Urban,High School,2,1,4,6472,2,A,Silver,107856,2-5L,1000000,0.006471994,0.65,0.4,10000000,0,High
64679,Male,Urban,High School,3,1,1,4057,1,A,Platinum,145020,5L-10L,1500000,0.002704665,0.27,0.5,3000000,0,High
54359,Male,Rural,Bachelor,3,1,2,2092,2,C,Gold,105192,5L-10L,1500000,0.001394666,0.14,0.666666667,9000000,1,High
1745,Female,Urban,Bachelor,2,1,6,2351,2,A,Platinum,272736,2-5L,1000000,0.002350998,0.24,0.285714286,14000000,0,High
12519,Female,Rural,Bachelor,3,0,6,0,1,A,Gold,67884,5L-10L,1500000,0.0,0.0,0.142857143,10500000,0,Medium
9088,Male,Rural,Bachelor,3,1,1,0,2,B,Gold,40236,5L-10L,1500000,0.0,0.0,1.0,6000000,1,Low
76,Female,Urban,High School,4,1,0,3207,1,B,Silver,30924,10L+,2000000,0.001603499,0.16,1.0,2000000,0,Low
24131,Male,Rural,Bachelor,2,0,4,0,2,A,Platinum,32364,2-5L,1000000,0.0,0.0,0.4,10000000,0,Low
34352,Male,Urban,High School,3,1,2,6345,1,A,Platinum,47268,5L-10L,1500000,0.004229997,0.42,0.333333333,4500000,0,Low
82856,Female,Urban,Bachelor,1,1,4,5437,2,A,Silver,58128,0-2L,500000,0.010873978,1.09,0.4,5000000,0,Low
51222,Female,Urban,Bachelor,3,1,1,6829,2,A,Platinum,153864,5L-10L,1500000,0.004552664,0.46,1.0,6000000,1,High
56839,Male,Urban,High School,3,1,4,3478,2,A,Platinum,60264,5L-10L,1500000,0.002318665,0.23,0.4,15000000,1,Medium
72363,Male,Urban,High School,4,0,5,6085,1,C,Gold,39156,10L+,2000000,0.003042498,0.3,0.166666667,12000000,0,Low
32508,Female,Rural,High School,4,1,2,0,2,A,Gold,70644,10L+,2000000,0.0,0.0,0.666666667,12000000,1,Medium
834,Male,Urban,High School,3,1,1,6897,2,A,Platinum,101640,5L-10L,1500000,0.004597997,0.46,1.0,6000000,1,High
8924,Male,Urban,High School,3,1,5,7094,2,A,Platinum,111864,5L-10L,1500000,0.00472933,0.47,0.333333333,18000000,1,High
53351,Female,Urban,Others,2,0,2,6788,2,B,Silver,116856,2-5L,1000000,0.006787993,0.68,0.666666667,6000000,0,High
68771,Male,Rural,High School,4,0,5,0,1,B,Platinum,51564,10L+,2000000,0.0,0.0,0.166666667,12000000,0,Low
10950,Male,Urban,High School,3,0,8,0,2,A,Platinum,65340,5L-10L,1500000,0.0,0.0,0.222222222,27000000,1,Medium
25900,Male,Rural,High School,3,1,7,0,2,A,Platinum,68100,5L-10L,1500000,0.0,0.0,0.25,24000000,1,Medium
71006,Female,Urban,High School,2,0,4,6846,2,A,Platinum,122736,2-5L,1000000,0.006845993,0.68,0.4,10000000,0,High
18388,Female,Urban,Bachelor,2,0,2,11802,2,A,Platinum,93276,2-5L,1000000,0.011801988,1.18,0.666666667,6000000,0,High
14857,Male,Urban,High School,3,1,5,3318,1,B,Silver,70368,5L-10L,1500000,0.002211999,0.22,0.166666667,9000000,0,Medium
54240,Male,Urban,Bachelor,2,1,6,6177,2,A,Platinum,99924,2-5L,1000000,0.006176994,0.62,0.285714286,14000000,0,High
72581,Female,Rural,Bachelor,4,0,3,0,1,C,Platinum,52344,10L+,2000000,0.0,0.0,0.25,8000000,0,Low
2133,Female,Rural,High School,3,1,5,0,1,A,Platinum,33156,5L-10L,1500000,0.0,0.0,0.166666667,9000000,0,Low
87548,Male,Rural,Bachelor,4,0,6,4069,2,B,Silver,320784,10L+,2000000,0.002034499,0.2,0.285714286,28000000,1,High
67815,Male,Urban,Bachelor,2,0,8,2426,2,A,Platinum,115908,2-5L,1000000,0.002425998,0.24,0.222222222,18000000,0,High
34775,Male,Rural,Bachelor,3,0,5,4277,1,B,Platinum,65988,5L-10L,1500000,0.002851331,0.29,0.166666667,9000000,0,Medium
37058,Female,Urban,Bachelor,3,1,7,2159,2,B,Platinum,71400,5L-10L,1500000,0.001439332,0.14,0.25,24000000,1,Medium
40638,Male,Urban,Bachelor,2,1,8,6715,2,A,Platinum,546084,2-5L,1000000,0.006714993,0.67,0.222222222,18000000,0,High
50031,Female,Rural,Bachelor,3,1,6,3601,1,B,Silver,36900,5L-10L,1500000,0.002400665,0.24,0.142857143,10500000,0,Low
62586,Male,Urban,Bachelor,3,0,8,6317,2,A,Gold,105996,5L-10L,1500000,0.004211331,0.42,0.222222222,27000000,1,High
21243,Female,Urban,Bachelor,3,0,2,6489,2,A,Platinum,109656,5L-10L,1500000,0.004325997,0.43,0.666666667,9000000,1,High
26892,Male,Urban,High School,3,0,4,12945,2,A,Gold,114060,5L-10L,1500000,0.008629994,0.86,0.4,15000000,1,High
56895,Male,Urban,Bachelor,2,0,6,3721,2,A,Silver,202128,2-5L,1000000,0.003720996,0.37,0.285714286,14000000,0,High
16949,Female,Rural,High School,3,1,5,2024,2,A,Gold,267096,5L-10L,1500000,0.001349332,0.13,0.333333333,18000000,1,High
51063,Female,Urban,Bachelor,2,1,4,0,1,A,Silver,34908,2-5L,1000000,0.0,0.0,0.2,5000000,0,Low
84303,Female,Urban,Bachelor,3,0,7,9838,2,A,Platinum,56748,5L-10L,1500000,0.006558662,0.66,0.25,24000000,1,Low
48588,Male,Urban,High School,4,0,5,5208,2,A,Silver,61488,10L+,2000000,0.002603999,0.26,0.333333333,24000000,1,Medium
69056,Male,Urban,High School,3,0,7,3849,1,B,Silver,36432,5L-10L,1500000,0.002565998,0.26,0.125,12000000,0,Low
67427,Male,Rural,Bachelor,4,0,1,11368,2,A,Silver,92232,10L+,2000000,0.005683997,0.57,1.0,8000000,1,High
54074,Female,Rural,High School,3,1,6,3328,2,B,Gold,71604,5L-10L,1500000,0.002218665,0.22,0.285714286,21000000,1,Medium
64811,Male,Urban,High School,3,1,6,3911,1,B,Gold,35112,5L-10L,1500000,0.002607332,0.26,0.142857143,10500000,0,Low
81884,Male,Urban,Bachelor,3,1,7,5065,1,A,Gold,31788,5L-10L,1500000,0.003376664,0.34,0.125,12000000,0,Low
47010,Male,Rural,Bachelor,3,1,4,0,1,A,Silver,34992,5L-10L,1500000,0.0,0.0,0.2,7500000,0,Low
38708,Male,Urban,Bachelor,2,1,8,6925,1,A,Platinum,398220,2-5L,1000000,0.006924993,0.69,0.111111111,9000000,0,High
42573,Male,Urban,High School,3,1,7,9325,2,A,Platinum,286560,5L-10L,1500000,0.006216663,0.62,0.25,24000000,1,High
36084,Male,Urban,High School,2,1,6,17164,2,A,Platinum,115812,2-5L,1000000,0.017163983,1.72,0.285714286,14000000,0,High
21563,Female,Urban,Bachelor,3,0,6,3504,2,B,Platinum,108948,5L-10L,1500000,0.002335998,0.23,0.285714286,21000000,1,High
65293,Male,Urban,Bachelor,3,0,3,8876,2,A,Platinum,194592,5L-10L,1500000,0.005917329,0.59,0.5,12000000,1,High
24259,Male,Urban,Bachelor,3,0,7,7779,2,A,Platinum,109596,5L-10L,1500000,0.005185997,0.52,0.25,24000000,1,High
24457,Male,Urban,High School,3,0,6,3396,2,B,Gold,67692,5L-10L,1500000,0.002263998,0.23,0.285714286,21000000,1,Medium
45692,Male,Urban,Bachelor,3,1,1,4188,2,C,Gold,66312,5L-10L,1500000,0.002791998,0.28,1.0,6000000,1,Medium
17083,Male,Urban,Bachelor,3,1,5,3391,2,A,Silver,100812,5L-10L,1500000,0.002260665,0.23,0.333333333,18000000,1,High
27404,Female,Rural,Bachelor,3,1,8,0,2,B,Platinum,70932,5L-10L,1500000,0.0,0.0,0.222222222,27000000,1,Medium
1273,Female,Rural,High School,3,1,4,0,1,A,Platinum,33348,5L-10L,1500000,0.0,0.0,0.2,7500000,0,Low
39327,Male,Rural,High School,2,1,0,0,1,A,Platinum,35124,2-5L,1000000,0.0,0.0,1.0,1000000,0,Low
16327,Male,Rural,High School,4,0,6,5781,2,B,Gold,282144,10L+,2000000,0.002890499,0.29,0.285714286,28000000,1,High
43531,Male,Urban,Bachelor,2,1,8,4027,2,B,Silver,65232,2-5L,1000000,0.004026996,0.4,0.222222222,18000000,0,Medium
59682,Male,Urban,Bachelor,2,1,3,5758,2,A,Platinum,603216,2-5L,1000000,0.005757994,0.58,0.5,8000000,0,High
9267,Female,Rural,High School,3,1,7,6836,2,A,Gold,70764,5L-10L,1500000,0.00455733,0.46,0.25,24000000,1,Medium
54473,Male,Rural,High School,2,1,1,5059,2,A,Silver,116076,2-5L,1000000,0.005058995,0.51,1.0,4000000,0,High
1697,Male,Urban,High School,2,1,6,6423,2,B,Gold,67596,2-5L,1000000,0.006422994,0.64,0.285714286,14000000,0,Medium
78712,Female,Urban,Bachelor,2,1,3,5651,2,C,Platinum,332124,2-5L,1000000,0.005650994,0.57,0.5,8000000,0,High
11530,Female,Rural,Bachelor,3,0,3,0,2,B,Platinum,104364,5L-10L,1500000,0.0,0.0,0.5,12000000,1,High
47706,Female,Urban,High School,3,0,7,3081,2,B,Silver,71520,5L-10L,1500000,0.002053999,0.21,0.25,24000000,1,Medium
56947,Female,Urban,High School,1,0,4,3974,2,A,Platinum,103560,0-2L,500000,0.007947984,0.79,0.4,5000000,0,High
60414,Male,Rural,Bachelor,3,0,7,0,1,B,Platinum,35616,5L-10L,1500000,0.0,0.0,0.125,12000000,0,Low
52040,Male,Urban,High School,3,0,1,4293,2,A,Platinum,65184,5L-10L,1500000,0.002861998,0.29,1.0,6000000,1,Medium
24098,Male,Urban,High School,2,1,6,11206,2,A,Silver,372516,2-5L,1000000,0.011205989,1.12,0.285714286,14000000,0,High
19834,Female,Urban,Bachelor,3,0,7,9821,2,A,Silver,117504,5L-10L,1500000,0.006547329,0.65,0.25,24000000,1,High
68745,Male,Urban,Bachelor,3,1,7,6651,1,A,Silver,33384,5L-10L,1500000,0.004433997,0.44,0.125,12000000,0,Low
62912,Female,Rural,Bachelor,3,1,0,0,2,A,Platinum,60948,5L-10L,1500000,0.0,0.0,2.0,3000000,1,Medium
40128,Male,Urban,Bachelor,3,1,3,4500,2,A,Platinum,100860,5L-10L,1500000,0.002999998,0.3,0.5,12000000,1,High
11031,Male,Rural,Bachelor,3,0,4,4113,2,B,Gold,67032,5L-10L,1500000,0.002741998,0.27,0.4,15000000,1,Medium
60585,Female,Urban,High School,2,0,6,9326,2,B,Platinum,158196,2-5L,1000000,0.009325991,0.93,0.285714286,14000000,0,High
85358,Female,Rural,High School,3,0,6,0,1,A,Gold,32388,5L-10L,1500000,0.0,0.0,0.142857143,10500000,0,Low
18094,Female,Urban,Bachelor,3,1,0,0,2,B,Platinum,101856,5L-10L,1500000,0.0,0.0,2.0,3000000,1,High
39905,Male,Urban,Bachelor,3,0,0,5153,2,A,Platinum,54492,5L-10L,1500000,0.003435331,0.34,2.0,3000000,1,Low
55090,Male,Urban,High School,3,1,7,6818,2,A,Platinum,93600,5L-10L,1500000,0.00454533,0.45,0.25,24000000,1,High
49733,Male,Rural,High School,4,0,6,0,2,A,Gold,112620,10L+,2000000,0.0,0.0,0.285714286,28000000,1,High
61108,Female,Rural,High School,4,0,6,2940,2,B,Silver,72648,10L+,2000000,0.001469999,0.15,0.285714286,28000000,1,Medium
73024,Male,Urban,High School,3,1,7,2740,2,A,Gold,70872,5L-10L,1500000,0.001826665,0.18,0.25,24000000,1,Medium
7247,Female,Urban,Bachelor,2,1,5,6030,2,A,Platinum,113256,2-5L,1000000,0.006029994,0.6,0.333333333,12000000,0,High
49909,Male,Urban,Others,3,1,4,0,1,C,Platinum,62700,5L-10L,1500000,0.0,0.0,0.2,7500000,0,Medium
86979,Female,Rural,Bachelor,4,1,4,0,2,B,Platinum,60180,10L+,2000000,0.0,0.0,0.4,20000000,1,Medium
38880,Female,Urban,High School,4,0,7,5652,2,A,Platinum,60852,10L+,2000000,0.002825999,0.28,0.25,32000000,1,Medium
55980,Male,Urban,High School,2,0,2,5111,2,A,Platinum,146088,2-5L,1000000,0.005110995,0.51,0.666666667,6000000,0,High
9905,Female,Urban,High School,2,0,4,9188,2,A,Platinum,328020,2-5L,1000000,0.009187991,0.92,0.4,10000000,0,High
28600,Male,Urban,Bachelor,3,1,8,6601,2,A,Platinum,66924,5L-10L,1500000,0.004400664,0.44,0.222222222,27000000,1,Medium
67197,Female,Rural,High School,3,0,6,2370,1,A,Gold,32736,5L-10L,1500000,0.001579999,0.16,0.142857143,10500000,0,Low
19664,Male,Urban,Bachelor,3,1,1,3016,1,A,Platinum,31848,5L-10L,1500000,0.002010665,0.2,0.5,3000000,0,Low
10093,Female,Urban,High School,2,0,8,4300,2,B,Platinum,70296,2-5L,1000000,0.004299996,0.43,0.222222222,18000000,0,Medium
70890,Female,Urban,High School,1,1,6,4212,2,A,Platinum,271416,0-2L,500000,0.008423983,0.84,0.285714286,7000000,0,High
5375,Male,Rural,Bachelor,4,1,2,0,1,B,Platinum,28812,10L+,2000000,0.0,0.0,0.333333333,6000000,0,Low
69814,Male,Urban,Bachelor,3,1,6,0,1,B,Silver,67200,5L-10L,1500000,0.0,0.0,0.142857143,10500000,0,Medium
71599,Female,Rural,High School,4,0,7,4771,2,B,Silver,77772,10L+,2000000,0.002385499,0.24,0.25,32000000,1,Medium
6594,Male,Urban,Bachelor,1,1,1,4645,2,A,Silver,71244,0-2L,500000,0.009289981,0.93,1.0,2000000,0,Medium
27749,Male,Urban,Bachelor,3,0,5,8257,2,B,Silver,64980,5L-10L,1500000,0.005504663,0.55,0.333333333,18000000,1,Medium
10100,Female,Urban,Bachelor,3,1,1,3665,2,A,Platinum,62508,5L-10L,1500000,0.002443332,0.24,1.0,6000000,1,Medium
25350,Male,Rural,High School,3,0,3,2968,1,B,Platinum,34188,5L-10L,1500000,0.001978665,0.2,0.25,6000000,0,Low
82798,Female,Rural,Bachelor,4,1,5,0,2,A,Platinum,65304,10L+,2000000,0.0,0.0,0.333333333,24000000,1,Medium
20682,Male,Urban,High School,2,0,4,8698,1,C,Silver,88056,2-5L,1000000,0.008697991,0.87,0.2,5000000,0,Medium
26369,Female,Urban,High School,2,0,6,4732,2,A,Platinum,159960,2-5L,1000000,0.004731995,0.47,0.285714286,14000000,0,High
